text,label
"Well, bagus saling support. Tapi kalo gara gara kasus ini jadi banyak kasus baru, kan nyusahin banyak orang. I mean, udah tau omicron dari luar negeri. Masih aja ke luar negeri. Kalo ga mencobai takdir, apa namanya...",2
Omicron punya gejala mirip common cold bukan berarti ente anggep enteng heeey,1
"vaksin takut, rasuah tak takut. dasar pondan. omicron senyum",3
"Kasus omicron di sejumlah negara yang timnas sepakbolanya lolos ke putaran final piala dunia Qatar 2022 makin hari makin bertambah banyak, membuat kekhawatiran tersendiri bagi Qatar, bisa di pastikan banyak stadion sepakbola di Qatar kosong melompong karena adanya omicron",2
"@abcdberry barusan bilang takut covid omicron, skrng minta diajak keliling. Dasar cewe!!",3
Ashanty Terpapar Varian Virus Omicron? Ingat Surat Wasiat ke Anak 6 Bulan Lalu Sejak Sakit-sakitan   https://t.co/6k1ErdAVf6,3
@Askrlfess Oleh2nya omicron,2
"@NdrewsTjan @Kiasatinaaja Gejala omicron apa sih? batuk, pilek, flu, meriang kan? emang itu hal baru buat anak2? Dulu saat anak punya gejala gitu perlu ke rs? Kalau sy cukup kasih teh hangat, jahe, paling tinggi obat batuk dr warung 🤣🤣",2
@absolutia @pngstuaji_ Lha lu aja gak tau riset dg PDnya ngmg orang harus kena omicron dulu jancok,3
Akhir februari masih lama yaa 🥲🥲 selak ditutup maneh wisata2 iki gara2 omicron,1
"@kumparan Orang2 modelan begini pada goblok banget dah Udah tau di luar sana penyenaran omicron lebih parah dari indonesia Eh malah pd milih liburan kesana Asu asu,orang miskin mah cuma di kasih penyakit nya doang ya sampe goblok nya aja mereka makan sendiri jd yg miskin ga pd kebagian",3
"Federasi sepakbola Afrika atau CAF memutuskan untuk tetap menggelar turnamen piala Afrika 2021 di Kamerun tanpa ada kehadiran penonton di stadion sepakbola yang di tunjuk sebagai host piala Afrika 2021 yang rencananya akan di gelar Januari tahun ini, untuk mencegah omicron",2
"@kumparan 4bln dr skrg kasus orang terkena virus varian omicron bakal tinggi dan puncak2 y dipertengah Puasa menjelang Lebaran 2022 kita bkl melakukan Lockdown Lgi dilarang mudik ke kampung,ekonomi orang kecil bkal ancur2an lg gegara WFH,jalan diportal,jam aktifitas bkrja dibatesi.",2
"@raav______ Mari kita mengheningkan cipta supaya gajadi ptm 🤡👍🏻 soalnya di jkt Omicron udh berkembang biaq, walaopun katanya gak akan meledaq saia gamau ke skola 🙏🏻",1
puas-puasin main dulu sebelum aturan ppkm diadain lagi filing gw omicron gk bakal lama menyebar luas,1
@NdrewsTjan Mayoritas masyarakat merasa sudah vaksin tidak akan berakibat buruk pada keluarga sendiri jika terkena omicron.  Mesti nunggu sampai kejadian antrian tabung oksigen di Jakarta kemarin baru sadar diri. Apa yg harus kita perbuat???  https://t.co/jqjkDjnq2g,2
Pernah ku mencintaimu tapi tak omicron...,2
orang2 macam gini  yang berlibur efekenya banyak orang yg susah keimbas PPKM naiknya tingkat penyebaran omicron....   *misuh,3
@sheknowshoney Padahal lebih dihargain kalau bisa bawa pulang erdogan yaa ketimbang omicron.,2
@tanyakanrl Psri abs ni ada konten yt ttg dia terkena Omicron  Hikil cepet sehat y,1
"@Askrlfess keren sekali, biar negaranya gk ketinggalan sm negara lain yg udah punya omicron",3
Gk ada yg takut sama omicron. Yang dipikirkan itu supaya jangan sampai anak2 serentak sakit bersamaan. Jadi ortu harus mikirin anak dan bukan mikirin ego kalian sendiri.,2
"@tanyakanrl Lah katanya positif omicron, ya langsung isolasi lah bun, masa mau berkeliaran🙄, kalo yg kabur kan dibelain sma hakim gara² sopan. Kalo netizen mah banyak kok yg gak suka, yg belain fansnya kali🙃",3
@mbahndi Omicron Kuwi....kudu karantina 1bulan...harus tes PCR  Tiap jam ..😂😂,3
@BudiPrasodjo8 @kompascom Hasilnya bawa omicron kayak ashanti,3
"@kumparan udah tau autoimun masih aja liburan ke LN , padahal lagi booming omicron . udah tau anak nya bunting gede masih aja diajak ke LN . istirahat kek dirumah aja . udah tau .....   terusin gaes ya😅",3
"Kesana kemari membawa penyakit. Omicron kok dibawa bawa, payung yang dibawa kemana mana mah",3
"pulang holiday dari Turki bawa omicron, demi apa coba? demi konten? demi membuat kagum banyak orang?   kagak kagum blass kali...  😣😣😣",3
@NdrewsTjan Saya lebih takut dgn vaksinasi daripada varian baru. PTM sangat penting buat anak-anak generasi penerus. Kalau yg penakut ma varian baru suruh daring aja. Yg mau PTM jgn di larang !! Anak anak sehat tanpa vaksinasi.  Jgn korbankan pendidikan anak anak.  Omong kosong dgn omicron,3
Ini si bunda tahun kemarin bukannya pernah kritis ya kondisinya gara2 positif cv19? Terus skrg positif omicron juga? Meni diborong kabeh atuh bund.....?,3
Iya juga Oleh2 termutakhir sekarang mah Omicron   🤣🤣🤣,3
@xsyahh_ betul anjir ghwa liat berita omicron udah seratusan lebih terus senin sekolah kek...,2
"@kompascom Inget bgt dl saat habis baca berita himbauan pemerintah utk menahan diri tdk keluar negeri krn varians omicron di bbrpa negara sdg tinggi,  bbrpa hri kemudia bc berita lagi keluarga Asix berencana ke turki.. disitu sbnrnya yg sgt disayangkan kok tdk ikut himbauan",1
"Here you go, third wave.   Balikin tuh duit calon penonton, batalkan kontrak dengan stasiun TV... 😅🤪  Eh ngomong-ngomong stasiun TV nya apa suka beritain bahayanya omicron?? 🧐  https://t.co/cOwksDMLjQ",2
"Kerennnn yah Ashanty, eh ga cmn dia deng khusus ""orang² yg berduit"" kalo liburan dari LN bawa oleh-oleh mahal, ga tanggung² deh oleh²nya untuk satu negara lagi, wow standing applause pokoknya👏🏻 #Omicron  https://t.co/RW3ZkbQoFK",2
@almonadee_ regulasi pemerintah krna naiknya kasus omicron,2
"@kikywlndrr @anttieee_ @xxnurulhs @ilybilgsorry @Askrlfess iya bener, sekarang pcr emg oake metode itu buat deteksi omicron",1
"@grenastasia @CNNIndonesia Habit orang kaya, sebentar kita-kita lagi yang disalahin klo omicron tambah meluas",2
"@itsnnaaza kasus omicron lg naik""nyaaa",1
gw dah yakin bgt omicron dah sampe bandung🥲,2
"Woylah Ashanty, gua dan keluarga kagak punya duit. Kalo gua atau keluarga gua kena omicron gimana nih nasib -_-",3
@hyunjiniesm they will but maybe next year gak sih kek sekarang aja omicron baru masuk??,2
"@AdeMutia @kompascom 200+keluarga public figure.. khan jadi nambah2in..mestinya saat msh pandemi, denger di luar negeri sdg merebak omicron..smpai kmrn2 negara menutup akses kedatangan bbrp negara, ya lbh baik ga jalan2 ke luar negeri..",2
"@tubirfess yaaa gmn ga dapet omicron org perginya ke turki hdehhhhhhh ky gaada tempat laen aja buat ketemu, cape",3
"dari varian baru delta sampai lebih baru lagi omicron nanti ade lagi yg lebih baru lebih mematikan lagi sampai terus ade lagi sampai bile bile kah ini terus tejadi, penat la masyarakat sudah",2
Gak jadi minggu sibuk😗 Omicron nggak separs itu keknya(?) idk WE WISH,2
@Ghea_J_Lie Semoga insiden Kazakhstan seperti Omicron yg cepat menular 😁,3
@inoringg IYA MAKANYA tapi kata tmn2ku gabakal masuk krn indo masih ada omicron 😢,2
"@ackrysjung @tirta_cipeng fyi, aku kemarin kan komen di fotonya, dan skrg komenku ga ada doong 🙂🙂🙂 aku nanya intinya ga takut kah skrg kan ada omicron? dan barusan ku check lagi, dah ga ada komenku hehe 😬😬😬 yaudahlah",2
Omacran omocron omicron ae isi beritane 😴,2
"CEGAH Omicron, Polri Luncurkan Aplikasi Monitoring Karantina Presisi di Bandara Soekarno Hatta  https://t.co/U4nKJmbMQP",1
"@bilapurnama jadi gini bu, terkait dengan kasus omicron yang semakin meningkat, saya ingin menanyakan sedikit pendapat ibu. Apa ibu optimis tahun 2022 indonesia bisa[sebagian teks hilang]",2
@Yooniversee_ nah omicron :/,2
"Kerjaan gw kan mobile ya, sekarang kepikiran gitu kan lg omicron trs gw positif, nah gw kan ada asma nih. Andai terjadi pengennya loss ga ketolong. Dan pengen yg tau cerita gw semuanya bilangin ke orangtua gw kalau gw sbnrnya capek. Lol",1
"Jumlah infeksi COVID global telah melampaui 300 juta. Menurut catatan, dibutuhkan lebih dari satu tahun untuk mencapai 100 juta pertama dan hanya lima bulan untuk menambahkan 100 juta ketiga, sementara dunia menghadapi varian omicron yang sangat menular.  https://t.co/UPuz0OxaeL",2
@corbuzier Omicron dannvirus covid bisa ilang kalau mukidi diturunin...,2
"@aliseuhwang huhu iya sama, covid bikin aku ga produktif lagi jujur, cape banget kaya bener² pgn nangis liat berita omicron merebak lagi  https://t.co/Mv3xzCMl7t",1
Dia yg senang2 jln2 anak2 kita nga bisa sekolah karena ppkm lagi. Terimakasih banyak atas oleh2 nya kue omicron nya,2
"Artis pulang halan halan dari luar negeri, balik balik bawa omicron. Yang kena efeknya yang gak halan halan , yang keluar rumah cuma kerja, karena pabrik nya tempat kerja ya masuk terus.",2
@moviemenfes Tuh kan mas Aris sama Lydia udah tau Corono masih aje main ke Turki. Kena Omicron kan tuh,3
"Suka heran liat org yg pergi ke LN jalan2 dalam situasi pandemi spt ini. Mmg sih pake uang sendiri, tp dg adanya omicron ditunda dululah. Kasian org2 sekitarnya bila kena c19. Klo mau tatap muka kan msh bisa vidcall,",1
ms gue kena omicron? INI GUE FLU UDA SEMINGGU LEBIH PWIS,3
"2022, omicron, be good yah please, maret mau keluar negri.",2
@firzahusainInc Para horang kaya yg suka kelayapan keluar negeri bisa jd penyebab omicron masuk Indonesia ?,2
@luxvatz Gara gara varian omicron. Maaf tadi gak ngesave announcement nya 😭🙏,2
takut dicurigai omicron covid segala macem pdhl cuma habis minum pop es,1
"@cupanghiass Salam dr om, Omicron",2
"@wuyokyu baru aja tadi maghrib sepupuku bilang ""lah bukanya di sana lagi parah omicron ya""",2
Serem dah omicron,1
@CNNIndonesia Cabut aja ppkm level 3 nya biar tambah banyak yg terjangkit kan keren bisa masuk berita mendunia dapet juara 1 karena omicron,3
"Ini tuh kan ada varian omicron ya, di china ada jg ga sih? Kan mereka yg memprakarsai covid?",3
@stevy_psi Byk akal bulusnya. Omicron bisa dijadikan alasan terbesar saat ini thd ketidaksiapan si Google ini memenuhi ambisi pribadinya menuju 2024. Jam terus berdentang menuju akhir kekuasaan ayat mayatnya dan segala upaya dikerahkan utk menutupi semua kebodohan dan ketamakannya.,3
"Ini varian omicron udah mulai masuk Indo, kasus mulai naik lagi, kok vaksin booster buat masyarakat umum gak segera digencarkan ya?",2
"@Fazayusuf123 @tanyakanrl Katanya doi ada pertemuan keluarga besar, udah direncanakan sebelum omicron ini muncul.  Tp tetep aja yekan, ujungnya orang2 kecil yg salah nanti dibilangnya ga taat prokes.",2
Omicron naik ya salah satunya gara gara orang dari liburan ke luar negeri. Yang kena imbas? Ya kaum UMR wakakak. Bilangnya kaum menengah kebawah kurang taat prokes😃,2
"Rame banget domestik kebali, tar pulang jangan buat berita kena omicron ya Hehehe",2
"@kaptencrypto707 Tergantung omicron ini gimana. Virus akan terus bermutasi lebih cepat menyebar tapi tingkat keparahan berkurang. Kalo si omicron dampaknya gak gede, paling cepet 2025 bisa hidup normal. Kalo impactnya lebih parah dari delta, ini yg abu2.",2
@psi_id Moment Omicron mgkn akan dimanfaatkan utk menunda sirkuit yg memang tidak akan siap memenuhi deadline. Kebusukan akan segera terbongkar menggunakan uang rakyat utk ambisi pribadi yg  tidak akan terwujud karena thn ini akan menghadapi byk kasus anggaran sejak era 2017 terburuk.,2
"WHO: Jangan Dianggap Remeh Gejala Omicron, Bisa Sebabkan Kematian  https://t.co/PihFCvdl47",1
"omicron jelek, pls pergi aja ga ada yg mau lo ada di dunia iniii",3
Jangan2 endingnya mas Aris sama Lydia mati gara2 kena virus Omicron di Turki :'(,3
"Yg punya duit boleh keluar negeri dengan oleh-2 omicron, sementara yg duit pas-2-an mau mudik aja dilarang habis-2-an, aneh tapi nyata di negeri ruwetnesia !",3
"@wuyokyu omicron di daerah sana lagi parah banget lagi merebak banget, sampe ada kasus 1juta org terjangkit sehari",2
dr kmrn ak tahan2in ga liburan eh pas bpk udh bs cuti udh dp tour dan wktunya cocok kok mlh ada omicron astg yatuhan paringono kebal bagu sluruh wrg indonesia🙏🏼 amien amien 40x,1
Awas aja nih gue gajadi wisuda di jcc grgr omicron asu.,3
@Putri_Sulita Gara2 belum move on sampai bikin beban  negara yg harus urusin omicron yg dibawa istrinya.,2
@firly_24 @Y00KIlHYUN @aesthetic_stop Yaudh biarkan aja. Yg rugi juga dia. Yg sakit dia. Biar mereka sdar setelah ini. Mksdku jgn slhkan dia kl semata2 hanya dia pmbwa omicron ke indo...,2
@jawafess bukanya bawa megatron malah omicron,2
"yekali lebaran tahun ini gak mudik juga, mudik gabole. orang kaya liburan ke luar negeri pulang bawa omicron boleee. hadeee",2
Harusnya mas Aris yg kena omicron,3
"@shwaverse iya kakk yg ditakuin kejadian lagi, tp gimana lg ya kak omicron lagi ningkat bgt😔 demi mereka juga",2
"Sering banget mikir pengen terapi lagi, tapi takut ketemu sama dokternya yg agak galak kalo kelamaan ninggal terapi😕 Plus takut jg gara2 ada omicron di luaran sana, gk terapi ya capek gini2 terus🤦‍♀️ Sehat di luar, sakit di dalam ini mah😐",2
@jenskieeee_ Omicron kaya,2
"@MiracleOfDoa101 @YE4GRN @nabilleehh @yourrkive ada berita nya loh , udah jelas, OMICRON",2
@catandmars omicron kan naik banget disana,2
Pulang dari turki bukannya bawa kebab sekoper malah bawa virus omicron,2
@andar_jaemcityx @detikcom Iyaa tu di IG nya dia bil ga tau klo ada virus baru. Padhal 1 dunia uda pada teriak2 ada omicron 😆,2
Ada artis sekeluarga diendors untuk omicron!!!,3
"Pokoknya kalo omicron mengganas, iku duso ne ditanggung wong2 iki. Hih!",2
OMICRON KAMPRET,3
@ryunsangs Lonjakan kasus varian omicron di sana :(,2
"@liputan6dotcom Omicron, biar 1000 varian baru, 70 persen rakyat bawah tidak ada sama sekali takutnya, buktinya ada 70an persen tdk mau divaksin rata2 di desa2, nanti meningkat krn pemaksaan, sweeping2",3
"@rizkigustama Omicron tidak ada di indonesia, wfo untuk kolaborasi produktif (semboyan boomers)",2
"WHO: Meski Disebut Lemah, Tapi Omicron Tetap Membunuh Orang  https://t.co/yloqnUqyjr #life",2
"buka TL jadi degdegan lagi baca berita hartis balik liburan kena omicron...... brb nambah muted words demi tenang jiwa raga.. ya bukan gak mau update berita, this platform is one of my stress reliever, kalau isinya triggering yak begimana yak",2
"@choisanwibu Gara gara omicron ajg😔 untung Amerika ngga, takutnya tiba-tiba😭 Kmren aja monek di usa ada yg dibatalin gara gara omicron",2
"@firly_24 @Y00KIlHYUN @aesthetic_stop Pdhl hal kyk gini tuh udh sering terjadi seblm omicron muncul. Selebgram² pergi ke labuan bajo, jln2 ke LN aja saat pandemik 2021 pun msih ada dan itu msih jdi perbincangan netijen juga.  msih ada untungnya mereka balik gk + mkanya gk dihujat.  Apesnya ash balik mlh + omicron",3
"@CNNIndonesia Kenapa cuma bawa oleh² Omicron? Besok lagi kalo plesiran, kasih pengagum²mu itu oleh² yg lebih dahsyat, yg belum ada di Indonesia ya! 👊😠",2
would be funny kalo gajadi off gara-gara omicron yang dibawa artis,3
"@corbuzier Mereka sih enak banyak duwit bisa jalan2 liburan n ngonten, giliran pulang bawa omicron....yg susah bukan keluarga mereka...tapi nasib buruh harian mo kerja susah, makan juga alakadarnya... mbok ya ada empati dikit lah",2
"Loh katanya omicron banayk yg g bergejala dan gejalanya ringan, ngapain takut klo naik?",2
Ojo ngasi ppkm maneh angel meneh karena artis liburan trs positif omicron,2
"@kumparan Alhamdulillah klo positif omicron, semoga lekas pulih dan bisa liburan lagi ke luar negeri.",3
Sebel banget sama orang kaya. Doi yg plesiran ntar kita nih yg kena omicron.,3
"@mikikinemi Jaga kesehatan ya Miki, sekarang udah masuk musim pancaroba+ada gejolak omicron",1
DPR RI Minta Pemerintah Tak Ragu Tunda PTM 100 Persen Jika Omicron Melonjak  https://t.co/ITm4uzqjOf,2
"@ProfesorZubairi Hahaha ada ada aja, apalagi omicron itu ringan, dan malah semakin banyak suntikan booster ujungnya imunitas nonspesifik bawaan akan runtuh, &amp; populasi akan rentan thdp berbagai penyakit.",2
@kompascom Udh bela2in gk ikut liburan bulan 12 demi ngikutin anjuran pemerintah ehhh si orang kaya pada liburan keluar negri dan bawa oleh2 omicron... Emg susah klo ngasih tau org yg berduit dari pada org biasa seperti saya,2
"Baru siapin diri mau pulkam, ehh udah ada omicron aja.",2
Wabah Omicron Sydney Diperkirakan Capai Puncaknya Akhir Januari  https://t.co/0khNUGxUKE #berita,1
ya lagian orang² malah liburan ke pusat omicron. aneh banget siih ga pake otak bgt. kelebihan duit sih jd bingung mo ngabisin buat ngapain.,3
@firly_24 @Y00KIlHYUN @aesthetic_stop Selama virus masih ada mau lo dr ln gk dri ln pun mau omi kek varian setelah omi kek tetep akan bisa tertular lewat siapa saja. Msak ketularan omicron hrus dr ln dlu. Noh yg ketulran omicron pertma aja OB di WA emg dia habis dri LN?,2
"@kompascom Andai sblm brkt keluarga dia nonton podcast Menkes ama Dedi, pasti paham sumber Omicron di Indonesia adalah yg pulang dr TURKI!",3
"Omicron dicurigai sudah mulai ada di sekitar saya. Ini masih Januari, tunggu Maret ya",2
"WHO: Omicron tak Sebabkan Efek Parah, tapi Penularannya Cepat  https://t.co/ghJD1I5cYp",1
"@corbuzier Pake pembelaan di luar negeri hasilnya negatif, ya kan dia bisa aja ketularan di pesawat atau dimana aja abis pcr ya, harusnya emg dari awal gausah pergi omicron penularannya lbh tinggi dari varian lain. Alat pcr indo ujung2nya yg disalahin",2
kata guruku omicron udh sampe surabaya 😭 klo daring lagi gimana dongg 😭 semoga engga jangan sampe ya Allah anudzubillah :(( semangat belajarku pelan pelan udah balik nihh &gt;&lt;,1
@Araghutama @Partono_ADjem @ocee_me08 Oh Anang2 yg kena Omicron sepulang dari LN itu tuhh,2
kata bunda virus omicron udah banyak di rs nerima pasien lagi☹️,2
us &amp; uk teruk omicron cases tinggi gila. kita belum lagi ni. im worried.,1
@newsplatter Indikator Omicron pasti di Jkt selaku pusat int'l arrivals. Kecuali local transmissions dah mulai marak. Moga2 Juli 21 ga terulang 😖,1
"@geloraco Akhirnya PTM 100% anak gue dibatalin...  Kesel tau...   Gpp bu...  Habis isolasi bikin rencana liburan lagi ya... .  .  Udah tau lagi ada omicron malah ke LN, pulang bawa virus...",2
@joonsmanboob gk dulu lgi omicron,2
Orang kaya liburan ke luar negeri &gt; bawa omicron &gt; case naik &gt; jualan vaksin booster laku.  keren juga flow bisnisnya. orang susah mah cuma bisa ngeliatin aja sambil berdoa supaya orang terdekatnya aman dan sehat.  turki? dubai? apa itu? biasa liat di google doang.,1
@gulabatu_31 @PendosaInsaf1 @CNNIndonesia Omicron kayaknya belum bisa di cek pakai PCR yang ada di INDONESIA LHOO,2
@mazzini_gsp jalan jalan pas omicron lagi tinggi ✅ bergerombol kesana sini nggak pake masker ✅ pulang bawa oleh oleh omicron buat Indonesia ✅,2
"Omicron udah di depan mata, bikin SK WFO dari 4 hari jadi 3 hari seminggu. SK nya cuma berlaku di minggu depan doang &amp; senin ada kumpul2 offline sekantor 🤗",2
"Covid-19 Varian Omicron Menyebar di 144 Negara, Kasus Terbanyak di Inggris  https://t.co/MhB75ZcMT9",3
ternyata kalau diandingkan data kemaren dan hari ini kasus omicron lokal DKI memang naik 12 -&gt; 40 👀👀👀  thank you @syuckerberg yg udah point out  https://t.co/hmZ5Zj9n1L,2
@detikcom Lagi mengandung jabang bayi buah hati kenapa sih mau nyerempet2 risiko ikut jalan2 LN kala covid Omicron lagi ganas2nya di LN sana?? 😓,1
"Lagian punya sakit imun yg rendah, sdah tau omicron lgi ngamuk malah jalan jalan ke LN.",3
@RFDorable_ Udah batuk batuk aja  Semoga bukan Omicron ya ep,1
"@yourrkive Pokonya awas aja, klo pas ramadhan dan lebaran kasus omicron tinggi. Dan harus ppkm lagiiioi.",3
Kalau jebol lg ini gara2 Omicron ya salah yg bikin kebijakan lah kenapa gak tegas tutup perjalanan ke LN.,2
"@corbuzier gua msh nganggur karna lapangan pekerjaan bnrbnr susah, covid blm kelar dan skrng omicron... cape anjir",2
The real sultan yg begini memberi manfaat buat iptek...bukan yg doyan halan2 ke LN cekrek upload di medsos pulang bawa oleh2 omicron...  https://t.co/APqQdPh03R,1
Masalahnya dia tu menyusahkan orang. Balik² bawa Omicron.,3
@CNNIndonesia Terimakasih kpd keluarga A6 atas sumbangsih omicron pada negeri tercintahh ini...,3
Ada yg kata omicron bukan dari orang balik umrah but tourist from overseas. Idk man. Idk who are telling the truth. This world is creep me out.,1
"@snoowsoob harapan gw event terdekat adalah fanlive, krena ptd jg offline n di maret pula, jujur masi pedih kmrin oct itu online doank pdhl omicron lom ada n di korea pas itu masi better dibanding skrg case nya org2 pun uda ada yg offline pas ntu, eh abis itu malah bnyak yg pd offline",1
@reisbarbara_ a TSUNAMI omicron,3
Taiklah ni gejala omicron kok mirip semua 😷,3
pls gue kaget liat berita kalo artis indo balik liburan positif omicron? yawla gue baru juga mulai ada kesibukan kerja masa ya harus diem di rmh lagi😭,2
"@lokilawfey Aku malah jadi ikutan sering buka masker krn di komentarin terus 😭 bahkan guru guru jg jarang yang negur kalo gak pake masker. Kenapa ya disini tuh 😔 mereka taunya covid udah selesai kali ya, tapi mah tiap hari pada bercandain omicron omicron",1
"@corbuzier Sebelum si artis pulang dr Turki, bukan nya udah duluan ada kasus omicron ?",1
Omicron bakal naik daun nih soalnya sudah endorse artis agar muslim tidak bisa mudik saat lebaran,3
"@kakicimit aslii udh mulai berdampak lg ke gw, kerjaan di stop lagi gara gara omicron naik",2
Yg bikin sakit omicron. Yg bikin sehat omepros (baca nya pake nada),2
"dlm sehari, gw liat minimal 5 hal mencengangkan yg akhir2 ini kejadian: - data RS bocor lagi - omicron dari org pulang dari LN - batubara defisit krn diekspor - masalah Eijkman - ada isu Israel berhasil ngelobi Indonesia buat bikin kerjasama ttg hal yg gw ga tau",2
"@democrazymedia Mulai dah, sandiwara mengaku seorang Muallaf dan amnesia. Kenapa gak sekalian kalo dirinya terpapar virus omicron pro 5G🤣",3
Baru masuk sekolah 4 hari eh ada orang indo yg kena covid omicron :),1
@ikanbetrik @tubirfess kukutuk kau jadi omicron,3
Kemarin NATARU sempet libur dulu ya omicron nya? #DealerOmicronBangsat,2
"Omicron bakal naik daun nih, soalnya sudah endorse artis dan untuk mencegah muslim mudik saat lebaran",3
Omicron and Kolkata  https://t.co/RlZGgKJUlH,2
@upilkino Kemarin varian Delta nacem rumus Delta Δ  Skrg omicron ya mirip.popcorm lagian virus ada ada bae😭,1
"Varian Omicron diketahui tidak menyebabkan sakit parah, namun demikian WHO menekankan ini bukan kategori penyakit ringan.  https://t.co/AbuJ2JX2fq",1
"@susipudjiastuti @corbuzier terima kasih,  buat artis2 dan pejabat2 yang telah bawa oleh oleh omicron dari luar negeri.  sepertinya pusingnya hidup karena ppkm berjilid jilid akan saya nikmati lagi.  semoga tuhan membalas kebaikan anda semua.",1
"@kompascom Ya gimana ya. Karena ulah sendiri, jadi kena. Sedang gencar-gencarnya varian Omicron ya tolong. Malah ke luar negeri.  Mengundang penyakit itu namanya, Mbak.",1
"enak yang punya duit bisa jalan jalan ke turki happy, kita si miskin bisa apa? tunggu sektor perekonomian mati lagi deh gegara semuanya ditutup lockdown. seru ya bawa omicron bikin rame seluruh negeri hehe✌🏻",1
"Kasus harian Covid-19 di DKI Jakarta bertambah banyak menjadi 300 kasus baru paska liburan Natal dan tahun baru kemarin.sebagian besar di dominasi oleh kasus omicron, karena banyaknya warga DKI Jakarta yang nekat melakukan perjalanan ke luar negeri, untuk liburan di luar negeri",1
@corbuzier Ampun dah..  Omicron please jgn masuk ke Indonesia lagi..  Kami mau puasa dan lebaran dgn damai..,1
"Supaya tidak terjadi lonjakan kasus Omicron, @kemkominfo mengimbau untuk selalu patuh prokes",1
"Mama ngeshare WA dr grupnya. Ada yg bikin artikel kalo varian Omicron lebih banyak menyerang org2 yg sudah vaksin dg dosis lengkap. Mama pun nanya, artikel itu hoax apa engga.",2
"@aewin86 Gampang, ntar pake alasan Omicron...udah tau endingnya....😜😜😜",3
"@cintakaromi @Itsyummies @abdulazizadhi @__vinf @AREAJULID Walau maksa, kalo tegas ga mau ya ga bakal berangkat. Kalo sekarang kena Omicron dan dihujat netijen, ya jangan salahin netizen.  They reap what they sow. Itu konteks nya. Jangan lihat dari sisi mereka aja.",1
"untung kinan gak ke cappadocia, ntar kalo kesana kena omicron gmn:(",1
"Bunga Zainal Sebut Omicron Dianggap Flu Biasa di AS, Tapi Masker Langka  https://t.co/8yvrwMrnkG",2
"@choconimss joki tugas memang salah, tapi it is not like their lecturers don’t know about this phenomenon. ngadunya udah berasa nyelametin dunia dari omicron ae",3
Cappadocia sekarang imejnya kl ga pelakor ya omicron...,3
@AgneesLS Kak seyuyurnya aku udh termasuk kaum batpil😔 tp asli kaya flu biasa bgt tp takut jg kalo baca2 omicron wkwk,2
Puan Minta Pemerintah Siapkan Skenario Terburuk  Omicron - PPKM    https://t.co/UCawOpiL1q,3
"Setelah varian omicron, kini muncul varian ….",2
"Dulu kyknya berkelas skrg kok kyk recehan, biar ""didukung"" sama netizen? Sblm mereka plg juga casenya udah mulai serem lagi bahkan skrg ada Omicron yang muncul udah dari bbrp bulan lalu. Kenapa nitik beratinnya ke org itu ya. Kebanyakan ngomong masa lalu bukannya mikir masa depan",1
Redaksi CNN menerima rekaman suara berisi wawancara petugas kesehatan di RSPI Sulianti Saroso dengan salah satu pasien Covid-19 varian omicron yang tengah dirawat di sana. Pasien yang identitasnya dirahasiakan itu merupakan pelaku perjalanan dari Turki.   https://t.co/Cz8rN3bXDo  https://t.co/HgA3s3Shza,2
@AlasBanjaran @corbuzier Memang omicron ini disiapkan untuk itu 😂,3
@__Sridiana_3va @Daeng_LeoMks Spt biasa yg disalahkan tentu rakyat dg berbagai alasan. Pejabat atau horang2 kaya atau tka2 china ttp sj aman dr tuduhan. Kasus omicron di SBY sj krn korban baru dr Bali yg notabene bnyak turis dr luar ..gmn yg baru datang dr Turki..,2
"varian wuhan, varian delta, sampai omicron ya si kaya yang bawa oleh-oleh dari luar, si miskin???",3
@Baomeimei_ Minyak goreng Naik Sembako Naik Omicron sudah depan mata = ppkm level 3 bakal balik  Susah lagi pergi Cari uang 🙃,2
Oleh2 kok omicron. Goblok.,3
"Coronce kpn berakhir ??? Hari ini mulai lockdown lagi gara"" omicron 🥴🥴 vaksin ke3 lagi...",2
"Wakil gubernur DKI Jakarta Ahmad Riza Patria kini semakin mumet saja, bagaimana tidak mumet, saat ini jumlah warga DKI Jakarta yang masuk rumah sakit kembali mengalami peningkatan jumlah, sebagian besar adalah pasien positif Covid-19 varian omicron,baik kasus impor atau lokal.",2
Lagi difase mikirin varian omicron  Seminggu yg lalu 1tmn flu eh minggu ini udh hampir 1crue yg jdi ketular flu perasaan jadwal makan &amp; istrht udh cukup kog bisa ikutan flu jg ya😔 Mau swab pcr kagak bisa🤭🥺,2
@supsiree semoga ga dibatalin gara2 si omicron😭,1
@R_Kamilll @FaisalRamdanii berminat mencoba varian omicron gak mas?,3
"Ashanty Terpapar Positif Varian Omicron, Pegiat Sejarah: Jutaan Rakyat Sengsara, Dia Makan Enak di Rumah Mewah  https://t.co/uLEeHwNuFJ",3
Ngeliat kasus omicron jd tkt buat pergi,2
"Setelah sempat turun dratis bahkan 0% pada medio Oktober tahun lalu,kini rumah sakit di Jakarta kembali mengalami peningkatan jumlah pasien yang harus di rawat intensif, sebagian besar adalah kasus omicron,dan kebanyakan berasal dari kasus impor dan transmisi lokal.tegas wagub.",1
@TRI40K0 Dikira virus omicron takut sama orang kaya...!,3
